"Plot Title: RUT_JO_W3_20632238"
"#","Date Time, GMT-07:00","Abs Pres, mbar (LGR S/N: 20632238, SEN S/N: 20632238)","Temp, °C (LGR S/N: 20632238, SEN S/N: 20632238)","Coupler Detached (LGR S/N: 20632238)","Coupler Attached (LGR S/N: 20632238)","Host Connected (LGR S/N: 20632238)","End Of File (LGR S/N: 20632238)"
35,12/05/24 05:30:00 AM,1021.1,9.373,,,,
36,12/05/24 06:00:00 AM,1021.7,9.373,,,,
37,12/05/24 06:30:00 AM,1022.2,9.373,,,,
38,12/05/24 07:00:00 AM,1022.2,9.373,,,,
39,12/05/24 07:30:00 AM,1022.1,9.373,,,,
40,12/05/24 08:00:00 AM,1022.7,9.373,,,,
41,12/05/24 08:30:00 AM,1023.1,9.373,,,,
42,12/05/24 09:00:00 AM,1023.7,9.373,,,,
43,12/05/24 09:30:00 AM,1024.0,9.373,,,,
44,12/05/24 10:00:00 AM,1024.0,9.373,,,,
45,12/05/24 10:30:00 AM,1023.9,9.373,,,,
46,12/05/24 11:00:00 AM,1024.2,9.373,,,,
47,12/05/24 11:30:00 AM,1024.0,9.373,,,,
48,12/05/24 12:00:00 PM,1023.6,9.373,,,,
49,12/05/24 12:30:00 PM,1023.1,9.373,,,,
50,12/05/24 01:00:00 PM,1023.1,9.373,,,,
51,12/05/24 01:30:00 PM,1022.6,9.373,,,,
52,12/05/24 02:00:00 PM,1022.3,9.373,,,,
53,12/05/24 02:30:00 PM,1022.1,9.373,,,,
54,12/05/24 03:00:00 PM,1022.3,9.373,,,,
55,12/05/24 03:30:00 PM,1022.2,9.373,,,,
56,12/05/24 04:00:00 PM,1022.7,9.373,,,,
57,12/05/24 04:30:00 PM,1022.8,9.373,,,,
58,12/05/24 05:00:00 PM,1022.3,9.373,,,,
59,12/05/24 05:30:00 PM,1022.7,9.373,,,,
60,12/05/24 06:00:00 PM,1023.1,9.373,,,,
61,12/05/24 06:30:00 PM,1023.8,9.373,,,,
62,12/05/24 07:00:00 PM,1024.2,9.373,,,,
63,12/05/24 07:30:00 PM,1024.2,9.373,,,,
64,12/05/24 08:00:00 PM,1023.8,9.373,,,,
65,12/05/24 08:30:00 PM,1023.8,9.373,,,,
66,12/05/24 09:00:00 PM,1024.3,9.373,,,,
67,12/05/24 09:30:00 PM,1024.9,9.373,,,,
68,12/05/24 10:00:00 PM,1024.7,9.373,,,,
69,12/05/24 10:30:00 PM,1024.3,9.373,,,,
70,12/05/24 11:00:00 PM,1024.1,9.275,,,,
71,12/05/24 11:30:00 PM,1023.4,9.275,,,,
72,12/06/24 12:00:00 AM,1023.1,9.275,,,,
73,12/06/24 12:30:00 AM,1023.1,9.275,,,,
74,12/06/24 01:00:00 AM,1022.9,9.275,,,,
75,12/06/24 01:30:00 AM,1023.2,9.275,,,,
76,12/06/24 02:00:00 AM,1023.8,9.275,,,,
77,12/06/24 02:30:00 AM,1024.4,9.275,,,,
78,12/06/24 03:00:00 AM,1024.2,9.275,,,,
79,12/06/24 03:30:00 AM,1024.0,9.275,,,,
80,12/06/24 04:00:00 AM,1023.6,9.275,,,,
81,12/06/24 04:30:00 AM,1023.3,9.275,,,,
82,12/06/24 05:00:00 AM,1023.7,9.275,,,,
83,12/06/24 05:30:00 AM,1024.1,9.275,,,,
84,12/06/24 06:00:00 AM,1023.4,9.275,,,,
85,12/06/24 06:30:00 AM,1023.4,9.275,,,,
86,12/06/24 07:00:00 AM,1022.6,9.275,,,,
87,12/06/24 07:30:00 AM,1022.5,9.275,,,,
88,12/06/24 08:00:00 AM,1022.4,9.275,,,,
89,12/06/24 08:30:00 AM,1022.2,9.275,,,,
90,12/06/24 09:00:00 AM,1022.3,9.275,,,,
91,12/06/24 09:30:00 AM,1021.8,9.275,,,,
92,12/06/24 10:00:00 AM,1021.5,9.275,,,,
93,12/06/24 10:30:00 AM,1021.7,9.275,,,,
94,12/06/24 11:00:00 AM,1021.2,9.275,,,,
95,12/06/24 11:30:00 AM,1021.0,9.275,,,,
96,12/06/24 12:00:00 PM,1020.8,9.275,,,,
97,12/06/24 12:30:00 PM,1020.4,9.275,,,,
98,12/06/24 01:00:00 PM,1020.0,9.275,,,,
99,12/06/24 01:30:00 PM,1019.8,9.275,,,,
100,12/06/24 02:00:00 PM,1019.6,9.275,,,,
101,12/06/24 02:30:00 PM,1019.0,9.275,,,,
102,12/06/24 03:00:00 PM,1018.4,9.275,,,,
103,12/06/24 03:30:00 PM,1018.6,9.275,,,,
104,12/06/24 04:00:00 PM,1018.4,9.275,,,,
105,12/06/24 04:30:00 PM,1018.2,9.275,,,,
106,12/06/24 05:00:00 PM,1017.5,9.275,,,,
107,12/06/24 05:30:00 PM,1017.6,9.275,,,,
108,12/06/24 06:00:00 PM,1017.7,9.275,,,,
109,12/06/24 06:30:00 PM,1017.3,9.275,,,,
110,12/06/24 07:00:00 PM,1016.8,9.275,,,,
111,12/06/24 07:30:00 PM,1017.1,9.275,,,,
112,12/06/24 08:00:00 PM,1016.5,9.275,,,,
113,12/06/24 08:30:00 PM,1015.5,9.275,,,,
114,12/06/24 09:00:00 PM,1015.3,9.275,,,,
115,12/06/24 09:30:00 PM,1014.9,9.275,,,,
116,12/06/24 10:00:00 PM,1015.0,9.275,,,,
117,12/06/24 10:30:00 PM,1015.0,9.176,,,,
118,12/06/24 11:00:00 PM,1014.9,9.275,,,,
119,12/06/24 11:30:00 PM,1014.7,9.176,,,,
120,12/07/24 12:00:00 AM,1014.0,9.176,,,,
121,12/07/24 12:30:00 AM,1014.3,9.176,,,,
122,12/07/24 01:00:00 AM,1014.1,9.176,,,,
123,12/07/24 01:30:00 AM,1013.8,9.176,,,,
124,12/07/24 02:00:00 AM,1013.3,9.176,,,,
125,12/07/24 02:30:00 AM,1012.2,9.176,,,,
126,12/07/24 03:00:00 AM,1012.4,9.176,,,,
127,12/07/24 03:30:00 AM,1012.3,9.176,,,,
128,12/07/24 04:00:00 AM,1012.6,9.176,,,,
129,12/07/24 04:30:00 AM,1012.4,9.176,,,,
130,12/07/24 05:00:00 AM,1012.2,9.176,,,,
131,12/07/24 05:30:00 AM,1012.4,9.176,,,,
132,12/07/24 06:00:00 AM,1012.2,9.176,,,,
133,12/07/24 06:30:00 AM,1012.2,9.176,,,,
134,12/07/24 07:00:00 AM,1012.3,9.176,,,,
135,12/07/24 07:30:00 AM,1012.2,9.176,,,,
136,12/07/24 08:00:00 AM,1012.3,9.176,,,,
137,12/07/24 08:30:00 AM,1012.1,9.176,,,,
138,12/07/24 09:00:00 AM,1011.7,9.176,,,,
139,12/07/24 09:30:00 AM,1012.7,9.176,,,,
140,12/07/24 10:00:00 AM,1012.9,9.176,,,,
141,12/07/24 10:30:00 AM,1012.6,9.176,,,,
142,12/07/24 11:00:00 AM,1013.4,9.176,,,,
143,12/07/24 11:30:00 AM,1013.4,9.176,,,,
144,12/07/24 12:00:00 PM,1013.0,9.176,,,,
145,12/07/24 12:30:00 PM,1012.5,9.176,,,,
146,12/07/24 01:00:00 PM,1012.5,9.176,,,,
147,12/07/24 01:30:00 PM,1012.2,9.176,,,,
148,12/07/24 02:00:00 PM,1011.9,9.176,,,,
149,12/07/24 02:30:00 PM,1012.0,9.176,,,,
150,12/07/24 03:00:00 PM,1012.0,9.176,,,,
151,12/07/24 03:30:00 PM,1012.7,9.176,,,,
152,12/07/24 04:00:00 PM,1012.7,9.176,,,,
153,12/07/24 04:30:00 PM,1013.7,9.176,,,,
154,12/07/24 05:00:00 PM,1013.9,9.176,,,,
155,12/07/24 05:30:00 PM,1014.1,9.176,,,,
156,12/07/24 06:00:00 PM,1014.1,9.176,,,,
157,12/07/24 06:30:00 PM,1015.0,9.176,,,,
158,12/07/24 07:00:00 PM,1015.3,9.176,,,,
159,12/07/24 07:30:00 PM,1015.7,9.176,,,,
160,12/07/24 08:00:00 PM,1015.5,9.176,,,,
161,12/07/24 08:30:00 PM,1016.1,9.176,,,,
162,12/07/24 09:00:00 PM,1016.4,9.176,,,,
163,12/07/24 09:30:00 PM,1016.7,9.176,,,,
164,12/07/24 10:00:00 PM,1016.7,9.176,,,,
165,12/07/24 10:30:00 PM,1017.0,9.176,,,,
166,12/07/24 11:00:00 PM,1017.3,9.077,,,,
167,12/07/24 11:30:00 PM,1017.3,9.077,,,,
168,12/08/24 12:00:00 AM,1017.5,9.077,,,,
169,12/08/24 12:30:00 AM,1017.4,9.077,,,,
170,12/08/24 01:00:00 AM,1017.7,9.077,,,,
171,12/08/24 01:30:00 AM,1017.6,9.077,,,,
172,12/08/24 02:00:00 AM,1017.3,9.077,,,,
173,12/08/24 02:30:00 AM,1017.2,9.077,,,,
174,12/08/24 03:00:00 AM,1017.0,9.077,,,,
175,12/08/24 03:30:00 AM,1017.1,9.077,,,,
176,12/08/24 04:00:00 AM,1017.3,9.077,,,,
177,12/08/24 04:30:00 AM,1017.2,9.077,,,,
178,12/08/24 05:00:00 AM,1016.8,9.077,,,,
179,12/08/24 05:30:00 AM,1017.3,9.077,,,,
180,12/08/24 06:00:00 AM,1017.4,9.077,,,,
181,12/08/24 06:30:00 AM,1017.4,9.077,,,,
182,12/08/24 07:00:00 AM,1017.2,9.077,,,,
183,12/08/24 07:30:00 AM,1017.7,9.077,,,,
184,12/08/24 08:00:00 AM,1017.7,9.077,,,,
185,12/08/24 08:30:00 AM,1017.8,9.077,,,,
186,12/08/24 09:00:00 AM,1017.8,9.077,,,,
187,12/08/24 09:30:00 AM,1018.3,9.077,,,,
188,12/08/24 10:00:00 AM,1018.7,9.077,,,,
189,12/08/24 10:30:00 AM,1018.9,9.077,,,,
190,12/08/24 11:00:00 AM,1019.3,9.077,,,,
191,12/08/24 11:30:00 AM,1019.6,9.077,,,,
192,12/08/24 12:00:00 PM,1019.6,9.077,,,,
193,12/08/24 12:30:00 PM,1019.6,9.077,,,,
194,12/08/24 01:00:00 PM,1019.5,9.077,,,,
195,12/08/24 01:30:00 PM,1019.8,9.077,,,,
196,12/08/24 02:00:00 PM,1019.7,9.077,,,,
197,12/08/24 02:30:00 PM,1019.8,9.077,,,,
198,12/08/24 03:00:00 PM,1020.1,9.077,,,,
199,12/08/24 03:30:00 PM,1020.4,9.077,,,,
200,12/08/24 04:00:00 PM,1020.9,9.077,,,,
201,12/08/24 04:30:00 PM,1021.1,8.978,,,,
202,12/08/24 05:00:00 PM,1021.5,8.978,,,,
203,12/08/24 05:30:00 PM,1021.8,8.978,,,,
204,12/08/24 06:00:00 PM,1022.3,8.978,,,,
205,12/08/24 06:30:00 PM,1022.6,8.978,,,,
206,12/08/24 07:00:00 PM,1022.6,8.978,,,,
207,12/08/24 07:30:00 PM,1023.1,8.978,,,,
208,12/08/24 08:00:00 PM,1023.3,8.978,,,,
209,12/08/24 08:30:00 PM,1023.7,8.978,,,,
210,12/08/24 09:00:00 PM,1023.8,8.978,,,,
211,12/08/24 09:30:00 PM,1024.1,8.978,,,,
212,12/08/24 10:00:00 PM,1024.2,8.978,,,,
213,12/08/24 10:30:00 PM,1024.7,8.978,,,,
214,12/08/24 11:00:00 PM,1025.2,8.978,,,,
215,12/08/24 11:30:00 PM,1025.4,8.978,,,,
216,12/09/24 12:00:00 AM,1025.5,8.978,,,,
217,12/09/24 12:30:00 AM,1025.9,8.978,,,,
218,12/09/24 01:00:00 AM,1025.7,8.978,,,,
219,12/09/24 01:30:00 AM,1025.8,8.978,,,,
220,12/09/24 02:00:00 AM,1025.7,8.978,,,,
221,12/09/24 02:30:00 AM,1026.1,8.978,,,,
222,12/09/24 03:00:00 AM,1026.7,8.978,,,,
223,12/09/24 03:30:00 AM,1026.9,8.978,,,,
224,12/09/24 04:00:00 AM,1027.1,8.978,,,,
225,12/09/24 04:30:00 AM,1027.2,8.978,,,,
226,12/09/24 05:00:00 AM,1027.4,8.978,,,,
227,12/09/24 05:30:00 AM,1027.6,8.978,,,,
228,12/09/24 06:00:00 AM,1027.5,8.978,,,,
229,12/09/24 06:30:00 AM,1027.5,8.978,,,,
230,12/09/24 07:00:00 AM,1027.7,8.978,,,,
231,12/09/24 07:30:00 AM,1027.9,8.978,,,,
232,12/09/24 08:00:00 AM,1027.9,8.978,,,,
233,12/09/24 08:30:00 AM,1027.9,8.978,,,,
234,12/09/24 09:00:00 AM,1027.8,8.978,,,,
235,12/09/24 09:30:00 AM,1028.1,8.978,,,,
236,12/09/24 10:00:00 AM,1028.5,8.978,,,,
237,12/09/24 10:30:00 AM,1028.3,8.879,,,,
238,12/09/24 11:00:00 AM,1028.7,8.978,,,,
239,12/09/24 11:30:00 AM,1028.7,8.879,,,,
240,12/09/24 12:00:00 PM,1028.4,8.879,,,,
241,12/09/24 12:30:00 PM,1028.0,8.879,,,,
242,12/09/24 01:00:00 PM,1028.1,8.879,,,,
243,12/09/24 01:30:00 PM,1027.9,8.879,,,,
244,12/09/24 02:00:00 PM,1028.1,8.879,,,,
245,12/09/24 02:30:00 PM,1028.1,8.879,,,,
246,12/09/24 03:00:00 PM,1028.2,8.879,,,,
247,12/09/24 03:30:00 PM,1028.3,8.879,,,,
248,12/09/24 04:00:00 PM,1028.7,8.879,,,,
249,12/09/24 04:30:00 PM,1028.3,8.879,,,,
250,12/09/24 05:00:00 PM,1028.7,8.879,,,,
251,12/09/24 05:30:00 PM,1028.8,8.879,,,,
252,12/09/24 06:00:00 PM,1028.9,8.879,,,,
253,12/09/24 06:30:00 PM,1028.7,8.879,,,,
254,12/09/24 07:00:00 PM,1028.8,8.879,,,,
255,12/09/24 07:30:00 PM,1028.8,8.879,,,,
256,12/09/24 08:00:00 PM,1028.4,8.879,,,,
257,12/09/24 08:30:00 PM,1028.5,8.879,,,,
258,12/09/24 09:00:00 PM,1028.7,8.879,,,,
259,12/09/24 09:30:00 PM,1028.5,8.879,,,,
260,12/09/24 10:00:00 PM,1028.3,8.879,,,,
261,12/09/24 10:30:00 PM,1028.5,8.879,,,,
262,12/09/24 11:00:00 PM,1028.3,8.879,,,,
263,12/09/24 11:30:00 PM,1028.5,8.879,,,,
264,12/10/24 12:00:00 AM,1028.5,8.879,,,,
265,12/10/24 12:30:00 AM,1028.7,8.879,,,,
266,12/10/24 01:00:00 AM,1028.7,8.879,,,,
267,12/10/24 01:30:00 AM,1028.7,8.879,,,,
268,12/10/24 02:00:00 AM,1028.2,8.879,,,,
269,12/10/24 02:30:00 AM,1027.9,8.879,,,,
270,12/10/24 03:00:00 AM,1028.0,8.879,,,,
271,12/10/24 03:30:00 AM,1027.9,8.879,,,,
272,12/10/24 04:00:00 AM,1027.8,8.879,,,,
273,12/10/24 04:30:00 AM,1027.5,8.879,,,,
274,12/10/24 05:00:00 AM,1027.3,8.879,,,,
275,12/10/24 05:30:00 AM,1027.5,8.879,,,,
276,12/10/24 06:00:00 AM,1027.2,8.879,,,,
277,12/10/24 06:30:00 AM,1026.6,8.879,,,,
278,12/10/24 07:00:00 AM,1026.7,8.879,,,,
279,12/10/24 07:30:00 AM,1026.4,8.879,,,,
280,12/10/24 08:00:00 AM,1026.8,8.879,,,,
281,12/10/24 08:30:00 AM,1026.6,8.879,,,,
282,12/10/24 09:00:00 AM,1026.5,8.879,,,,
283,12/10/24 09:30:00 AM,1026.3,8.879,,,,
284,12/10/24 10:00:00 AM,1026.1,8.879,,,,
285,12/10/24 10:30:00 AM,1026.1,8.879,,,,
286,12/10/24 11:00:00 AM,1026.1,8.879,,,,
287,12/10/24 11:30:00 AM,1025.9,8.879,,,,
288,12/10/24 12:00:00 PM,1025.5,8.879,,,,
289,12/10/24 12:30:00 PM,1025.3,8.879,,,,
290,12/10/24 01:00:00 PM,1024.8,8.779,,,,
291,12/10/24 01:30:00 PM,1024.3,8.879,,,,
292,12/10/24 02:00:00 PM,1023.9,8.779,,,,
293,12/10/24 02:30:00 PM,1023.4,8.779,,,,
294,12/10/24 03:00:00 PM,1022.9,8.779,,,,
295,12/10/24 03:30:00 PM,1022.3,8.779,,,,
296,12/10/24 04:00:00 PM,1022.0,8.779,,,,
297,12/10/24 04:30:00 PM,1021.7,8.779,,,,
298,12/10/24 05:00:00 PM,1021.4,8.779,,,,
299,12/10/24 05:30:00 PM,1021.0,8.779,,,,
300,12/10/24 06:00:00 PM,1020.5,8.779,,,,
301,12/10/24 06:30:00 PM,1020.6,8.779,,,,
302,12/10/24 07:00:00 PM,1020.3,8.779,,,,
303,12/10/24 07:30:00 PM,1020.2,8.779,,,,
304,12/10/24 08:00:00 PM,1020.2,8.779,,,,
305,12/10/24 08:30:00 PM,1020.4,8.779,,,,
306,12/10/24 09:00:00 PM,1020.5,8.779,,,,
307,12/10/24 09:30:00 PM,1020.7,8.779,,,,
308,12/10/24 10:00:00 PM,1020.6,8.779,,,,
309,12/10/24 10:30:00 PM,1020.4,8.779,,,,
310,12/10/24 11:00:00 PM,1020.2,8.779,,,,
311,12/10/24 11:30:00 PM,1020.2,8.779,,,,
312,12/11/24 12:00:00 AM,1020.0,8.779,,,,
313,12/11/24 12:30:00 AM,1020.0,8.779,,,,
314,12/11/24 01:00:00 AM,1019.5,8.779,,,,
315,12/11/24 01:30:00 AM,1019.2,8.779,,,,
316,12/11/24 02:00:00 AM,1018.8,8.779,,,,
317,12/11/24 02:30:00 AM,1018.6,8.779,,,,
318,12/11/24 03:00:00 AM,1018.4,8.779,,,,
319,12/11/24 03:30:00 AM,1018.2,8.779,,,,
320,12/11/24 04:00:00 AM,1017.6,8.779,,,,
321,12/11/24 04:30:00 AM,1016.9,8.779,,,,
322,12/11/24 05:00:00 AM,1016.5,8.779,,,,
323,12/11/24 05:30:00 AM,1016.5,8.779,,,,
324,12/11/24 06:00:00 AM,1016.4,8.779,,,,
325,12/11/24 06:30:00 AM,1016.5,8.779,,,,
326,12/11/24 07:00:00 AM,1016.8,8.779,,,,
327,12/11/24 07:30:00 AM,1016.3,8.779,,,,
328,12/11/24 08:00:00 AM,1015.8,8.779,,,,
329,12/11/24 08:30:00 AM,1015.3,8.779,,,,
330,12/11/24 09:00:00 AM,1015.1,8.779,,,,
331,12/11/24 09:30:00 AM,1014.8,8.779,,,,
332,12/11/24 10:00:00 AM,1014.3,8.779,,,,
333,12/11/24 10:30:00 AM,1014.0,8.779,,,,
334,12/11/24 11:00:00 AM,1013.9,8.779,,,,
335,12/11/24 11:30:00 AM,1013.5,8.779,,,,
336,12/11/24 12:00:00 PM,1013.1,8.779,,,,
337,12/11/24 12:30:00 PM,1012.6,8.779,,,,
338,12/11/24 01:00:00 PM,1012.1,8.779,,,,
339,12/11/24 01:30:00 PM,1012.0,8.779,,,,
340,12/11/24 02:00:00 PM,1011.7,8.779,,,,
341,12/11/24 02:30:00 PM,1011.1,8.779,,,,
342,12/11/24 03:00:00 PM,1010.6,8.779,,,,
343,12/11/24 03:30:00 PM,1009.7,8.779,,,,
344,12/11/24 04:00:00 PM,1009.1,8.779,,,,
345,12/11/24 04:30:00 PM,1009.1,8.779,,,,
346,12/11/24 05:00:00 PM,1008.8,8.779,,,,
347,12/11/24 05:30:00 PM,1008.4,8.779,,,,
348,12/11/24 06:00:00 PM,1007.9,8.779,,,,
349,12/11/24 06:30:00 PM,1007.7,8.779,,,,
350,12/11/24 07:00:00 PM,1007.4,8.779,,,,
351,12/11/24 07:30:00 PM,1007.0,8.779,,,,
352,12/11/24 08:00:00 PM,1006.9,8.779,,,,
353,12/11/24 08:30:00 PM,1006.7,8.779,,,,
354,12/11/24 09:00:00 PM,1006.4,8.779,,,,
355,12/11/24 09:30:00 PM,1005.9,8.779,,,,
356,12/11/24 10:00:00 PM,1005.9,8.779,,,,
357,12/11/24 10:30:00 PM,1005.4,8.779,,,,
358,12/11/24 11:00:00 PM,1005.5,8.779,,,,
359,12/11/24 11:30:00 PM,1005.2,8.779,,,,
360,12/12/24 12:00:00 AM,1005.1,8.779,,,,
361,12/12/24 12:30:00 AM,1005.2,8.779,,,,
362,12/12/24 01:00:00 AM,1004.9,8.779,,,,
363,12/12/24 01:30:00 AM,1004.7,8.779,,,,
364,12/12/24 02:00:00 AM,1004.2,8.779,,,,
365,12/12/24 02:30:00 AM,1003.9,8.680,,,,
366,12/12/24 03:00:00 AM,1003.9,8.779,,,,
367,12/12/24 03:30:00 AM,1004.0,8.680,,,,
368,12/12/24 04:00:00 AM,1004.3,8.680,,,,
369,12/12/24 04:30:00 AM,1004.1,8.680,,,,
370,12/12/24 05:00:00 AM,1003.8,8.680,,,,
371,12/12/24 05:30:00 AM,1003.6,8.680,,,,
372,12/12/24 06:00:00 AM,1003.6,8.680,,,,
373,12/12/24 06:30:00 AM,1003.2,8.680,,,,
374,12/12/24 07:00:00 AM,1003.7,8.680,,,,
375,12/12/24 07:30:00 AM,1003.9,8.680,,,,
376,12/12/24 08:00:00 AM,1004.1,8.680,,,,
377,12/12/24 08:30:00 AM,1004.1,8.680,,,,
378,12/12/24 09:00:00 AM,1004.2,8.680,,,,
379,12/12/24 09:30:00 AM,1004.6,8.680,,,,
380,12/12/24 10:00:00 AM,1004.7,8.680,,,,
381,12/12/24 10:30:00 AM,1005.0,8.680,,,,
382,12/12/24 11:00:00 AM,1005.3,8.680,,,,
383,12/12/24 11:30:00 AM,1005.4,8.680,,,,
384,12/12/24 12:00:00 PM,1005.3,8.680,,,,
385,12/12/24 12:30:00 PM,1004.7,8.680,,,,
386,12/12/24 01:00:00 PM,1004.8,8.680,,,,
387,12/12/24 01:30:00 PM,1004.7,8.680,,,,
388,12/12/24 02:00:00 PM,1004.7,8.680,,,,
389,12/12/24 02:30:00 PM,1004.7,8.680,,,,
390,12/12/24 03:00:00 PM,1004.7,8.680,,,,
391,12/12/24 03:30:00 PM,1004.6,8.680,,,,
392,12/12/24 04:00:00 PM,1004.7,8.680,,,,
393,12/12/24 04:30:00 PM,1004.9,8.680,,,,
394,12/12/24 05:00:00 PM,1005.0,8.680,,,,
395,12/12/24 05:30:00 PM,1005.3,8.680,,,,
396,12/12/24 06:00:00 PM,1005.4,8.680,,,,
397,12/12/24 06:30:00 PM,1005.7,8.680,,,,
398,12/12/24 07:00:00 PM,1005.6,8.680,,,,
399,12/12/24 07:30:00 PM,1005.7,8.680,,,,
400,12/12/24 08:00:00 PM,1005.6,8.680,,,,
401,12/12/24 08:30:00 PM,1005.6,8.680,,,,
402,12/12/24 09:00:00 PM,1005.3,8.680,,,,
403,12/12/24 09:30:00 PM,1005.5,8.680,,,,
404,12/12/24 10:00:00 PM,1005.3,8.680,,,,
405,12/12/24 10:30:00 PM,1005.3,8.680,,,,
406,12/12/24 11:00:00 PM,1005.0,8.680,,,,
407,12/12/24 11:30:00 PM,1005.0,8.680,,,,
408,12/13/24 12:00:00 AM,1005.1,8.680,,,,
409,12/13/24 12:30:00 AM,1005.1,8.680,,,,
410,12/13/24 01:00:00 AM,1005.0,8.680,,,,
411,12/13/24 01:30:00 AM,1005.5,8.680,,,,
412,12/13/24 02:00:00 AM,1005.7,8.680,,,,
413,12/13/24 02:30:00 AM,1005.8,8.680,,,,
414,12/13/24 03:00:00 AM,1005.4,8.680,,,,
415,12/13/24 03:30:00 AM,1005.4,8.680,,,,
416,12/13/24 04:00:00 AM,1005.1,8.680,,,,
417,12/13/24 04:30:00 AM,1005.3,8.680,,,,
418,12/13/24 05:00:00 AM,1004.8,8.680,,,,
419,12/13/24 05:30:00 AM,1004.4,8.680,,,,
420,12/13/24 06:00:00 AM,1004.2,8.680,,,,
421,12/13/24 06:30:00 AM,1003.9,8.680,,,,
422,12/13/24 07:00:00 AM,1003.9,8.680,,,,
423,12/13/24 07:30:00 AM,1003.7,8.680,,,,
424,12/13/24 08:00:00 AM,1003.6,8.680,,,,
425,12/13/24 08:30:00 AM,1003.2,8.680,,,,
426,12/13/24 09:00:00 AM,1002.7,8.680,,,,
427,12/13/24 09:30:00 AM,1002.8,8.680,,,,
428,12/13/24 10:00:00 AM,1003.4,8.680,,,,
429,12/13/24 10:30:00 AM,1003.9,8.680,,,,
430,12/13/24 11:00:00 AM,1004.3,8.680,,,,
431,12/13/24 11:30:00 AM,1003.8,8.680,,,,
432,12/13/24 12:00:00 PM,1003.4,8.680,,,,
433,12/13/24 12:30:00 PM,1002.4,8.680,,,,
434,12/13/24 01:00:00 PM,1001.8,8.680,,,,
435,12/13/24 01:30:00 PM,1001.2,8.680,,,,
436,12/13/24 02:00:00 PM,1000.3,8.581,,,,
437,12/13/24 02:30:00 PM,1000.2,8.581,,,,
438,12/13/24 03:00:00 PM,999.9,8.581,,,,
439,12/13/24 03:30:00 PM,999.3,8.581,,,,
440,12/13/24 04:00:00 PM,999.0,8.581,,,,
441,12/13/24 04:30:00 PM,998.7,8.581,,,,
442,12/13/24 05:00:00 PM,998.5,8.581,,,,
443,12/13/24 05:30:00 PM,997.7,8.581,,,,
444,12/13/24 06:00:00 PM,997.7,8.581,,,,
445,12/13/24 06:30:00 PM,997.3,8.581,,,,
446,12/13/24 07:00:00 PM,997.1,8.581,,,,
447,12/13/24 07:30:00 PM,996.8,8.581,,,,
448,12/13/24 08:00:00 PM,996.7,8.581,,,,
449,12/13/24 08:30:00 PM,997.1,8.581,,,,
450,12/13/24 09:00:00 PM,996.7,8.581,,,,
451,12/13/24 09:30:00 PM,996.8,8.581,,,,
452,12/13/24 10:00:00 PM,997.0,8.581,,,,
453,12/13/24 10:30:00 PM,996.6,8.581,,,,
454,12/13/24 11:00:00 PM,996.4,8.581,,,,
